"country","iso2c","iso3c","year","RQ.EST","VA.EST","PV.EST","GE.EST","CC.EST","RL.EST"
"Kenya","KE","KEN",2020,-0.502013385295868,-0.347236961126328,-1.00235593318939,-0.400212824344635,-0.857505321502686,-0.550880372524261
"Korea, Rep.","KR","KOR",2010,0.918371379375458,0.741072177886963,0.325895816087723,1.15488266944885,0.426656723022461,1.00820755958557
"Korea, Rep.","KR","KOR",2011,0.982293248176575,0.726919293403625,0.412495642900467,1.16525173187256,0.483322471380234,1.02559030056
"Korea, Rep.","KR","KOR",2012,0.865391075611115,0.725595772266388,0.267103314399719,1.08036017417908,0.495882242918015,0.984835565090179
"Korea, Rep.","KR","KOR",2013,0.988611996173859,0.705827534198761,0.278578639030457,1.00880420207977,0.581155180931091,0.945151507854462
"Korea, Rep.","KR","KOR",2014,1.13403701782227,0.68024754524231,0.108568802475929,1.03978645801544,0.512293756008148,1.00609910488129
"Korea, Rep.","KR","KOR",2015,1.10896682739258,0.631029963493347,0.16101410984993,1.0090959072113,0.369409918785095,0.927852928638458
"Korea, Rep.","KR","KOR",2016,1.11088013648987,0.641597270965576,0.163468956947327,1.05913138389587,0.45109549164772,1.15319180488586
"Korea, Rep.","KR","KOR",2017,1.10304725170135,0.757269382476807,0.385621011257172,1.06859254837036,0.476266264915466,1.15800511837006
"Korea, Rep.","KR","KOR",2018,1.10103225708008,0.786813795566559,0.637072741985321,1.17572402954102,0.601387858390808,1.22865390777588
"Korea, Rep.","KR","KOR",2019,1.06810581684113,0.751461744308472,0.551206409931183,1.3697988986969,0.73346209526062,1.1873733997345
"Korea, Rep.","KR","KOR",2020,1.0355920791626,0.815860569477081,0.566344141960144,1.40716409683228,0.724579334259033,1.17563593387604
"Libya","LY","LBY",2010,-1.29825878143311,-1.94041454792023,0.0280884467065334,-1.0851081609726,-1.26290345191956,-1.00942170619965
"Libya","LY","LBY",2011,-1.42794060707092,-1.59441232681274,-1.28737926483154,-1.05057597160339,-1.23168122768402,-1.07831406593323
"Libya","LY","LBY",2012,-1.62144076824188,-0.900741994380951,-1.5869597196579,-1.2741847038269,-1.3150190114975,-0.980967283248901
"Libya","LY","LBY",2013,-1.74517679214478,-0.97160005569458,-1.84407651424408,-1.3228075504303,-1.44046199321747,-1.2608003616333
"Libya","LY","LBY",2014,-2.09778738021851,-1.11204063892365,-2.35340714454651,-1.51752257347107,-1.52100121974945,-1.3894624710083
"Libya","LY","LBY",2015,-2.21806597709656,-1.33993685245514,-2.19662833213806,-1.45964801311493,-1.56126523017883,-1.50840246677399
"Libya","LY","LBY",2016,-2.20100069046021,-1.42839288711548,-2.28332996368408,-1.7214697599411,-1.5637354850769,-1.68959522247314
"Libya","LY","LBY",2017,-2.12237405776978,-1.44198369979858,-2.36222577095032,-1.57775521278381,-1.54259932041168,-1.6723518371582
"Libya","LY","LBY",2018,-2.1934802532196,-1.5367214679718,-2.44421720504761,-1.66174829006195,-1.51343107223511,-1.68011999130249
"Libya","LY","LBY",2019,-2.28220462799072,-1.4771842956543,-2.56807422637939,-1.75157129764557,-1.56031382083893,-1.7475665807724
"Libya","LY","LBY",2020,-2.20153212547302,-1.36011254787445,-2.46119570732117,-1.8408727645874,-1.56623435020447,-1.85675048828125
"Mauritius","MU","MUS",2010,0.801979422569275,0.789677262306213,0.6402587890625,0.910086333751678,0.482350140810013,0.887274205684662
"Mauritius","MU","MUS",2011,0.767549991607666,0.795731782913208,0.946499407291412,0.886751353740692,0.463920891284943,0.935304999351501
"Mauritius","MU","MUS",2012,0.931618332862854,0.880852997303009,0.971312403678894,1.0467004776001,0.252168297767639,1.02395617961884
